Id;lloc_de_gravacio;Nom_fitxer;YouTube_logotips;Incrustació_logotips;adreca_html;grup_edat;data_enregistrament;codi_informant;Activitat;Etiquetes;Gènere discursiu;;;;;;;;;;;;;;;
122;3;CORPUS 00004 KT GR;https://youtu.be/RWwzFqPYJmI;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/RWwzFqPYJmI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/oVfRNEEUeuA;51-80 anys;20/12/2015;KT-GR;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
123;3;CORPUS 00005a KT GR;https://youtu.be/nG0AwYzgRCs;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/nG0AwYzgRCs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/zCg06GLA9Ic;51-80 anys;20/12/2015;KT-GR;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
124;3;CORPUS 00005b GR KT;https://youtu.be/4UTxpm3I3dE;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/4UTxpm3I3dE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/iGrb-SIuYZ0;51-80 anys;20/12/2015;KT-GR;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
125;3;CORPUS 00006 GR KT;https://youtu.be/ZLjkCU6xO_Q;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/ZLjkCU6xO_Q"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Je-vRlhA_2I;51-80 anys;20/12/2015;KT-GR;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
126;3;CORPUS 00008 KT GR;https://youtu.be/_CtzZZAFDkI;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/_CtzZZAFDkI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/XjHOHo8GMDk;51-80 anys;20/12/2015;KT-GR;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
127;5;CORPUS 00001 OS TD;https://youtu.be/E1jHroGFw34;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/E1jHroGFw34"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/0pPURjWXT98;51-80 anys;20/9/2016;OS-TD;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
128;5;CORPUS 00004 OS TD;https://youtu.be/lSk7aDBSLFE;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/lSk7aDBSLFE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/ZoSizhvGLNk;51-80 anys;20/9/2016;OS-TD;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
129;5;CORPUS 00005a OS TD;https://youtu.be/krJhTHRmqHw;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/krJhTHRmqHw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/h-tqtW5j5eE;51-80 anys;20/9/2016;OS-TD;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
130;5;CORPUS 00005b OS TD;https://youtu.be/Ka6dd1MS2YM;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Ka6dd1MS2YM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/CqnnfJTurpk;51-80 anys;20/9/2016;OS-TD;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
131;5;CORPUS 00006 OS TD;https://youtu.be/Hwh1U277MzQ;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Hwh1U277MzQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/ktJd7sQR9KI;51-80 anys;20/9/2016;OS-TD;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
132;5;CORPUS 00008 OS TD;https://youtu.be/jRJR79WSBZA;"<iframe width=""1366"" height=""768"" src=""https://www.youtube.com/embed/jRJR79WSBZA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/_tuxSChRXVg;51-80 anys;20/9/2016;OS-TD;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
133;6;CORPUS 00001 BF DV;https://youtu.be/TZiqRjOOKtQ;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/TZiqRjOOKtQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Bn-xQGRyas4;18-30 anys;29/10/2016;BF-DV;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
134;6;CORPUS 00004 BF DV;https://youtu.be/0P-9g3Qoxy8;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/0P-9g3Qoxy8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/E8JhFsrhDUo;18-30 anys;29/10/2016;BF-DV;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
135;6;CORPUS 00005a BF DV;https://youtu.be/ZtYiWMZwUJ8;"<iframe width=""1366"" height=""768"" src=""https://www.youtube.com/embed/ZtYiWMZwUJ8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/4231HnPWduo;18-30 anys;29/10/2016;BF-DV;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
136;6;CORPUS 00005b BF DV;https://youtu.be/DSA4HtAAo00;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/DSA4HtAAo00"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/MMk8y9Os8Mg;18-30 anys;29/10/2016;BF-DV;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
137;6;CORPUS 00006 BF DV;https://youtu.be/9ynecW4cW1M;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/9ynecW4cW1M"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/L_av1DPFC3k;18-30 anys;29/10/2016;BF-DV;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
138;6;CORPUS 00008 BF DV;https://youtu.be/6ZBH5tcCzhI;"<iframe width=""1366"" height=""768"" src=""https://www.youtube.com/embed/6ZBH5tcCzhI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/-S-3FvtKURw;18-30 anys;29/10/2016;BF-DV;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
139;6;CORPUS 00001 DG KE;https://youtu.be/QxLG0NXZ5Qc;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/QxLG0NXZ5Qc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/uNTF6JQRE14;31-50 anys;8/11/2016;DG-KE;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
140;6;CORPUS 00005a DG KE;https://youtu.be/cu7RDn-lDmo;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/cu7RDn-lDmo"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/O70RJNp5sfk;31-50 anys;8/11/2016;DG-KE;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
141;6;CORPUS 00005b DG KE;https://youtu.be/BARB7wsHKF4;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/BARB7wsHKF4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/7Akhxw86Njw;31-50 anys;8/11/2016;DG-KE;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
142;6;CORPUS 00006 DG KE;https://youtu.be/1rnhukeECik;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/1rnhukeECik"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/xISf4FceQ6c;31-50 anys;8/11/2016;DG-KE;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
143;6;CORPUS 00001 NH BU;https://youtu.be/Uj0IRMgDe-M;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Uj0IRMgDe-M"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/j6uTDuTiKhw;51-80 anys;8/11/2016;NH-BU;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
144;6;CORPUS 00004 NH BU;https://youtu.be/2AkaKMU31KY;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/2AkaKMU31KY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/2Db80bFQ0fE;51-80 anys;8/11/2016;NH-BU;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
145;6;CORPUS 00005a NH BU;https://youtu.be/uNWUc2-n3-I;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/uNWUc2-n3-I"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/BeKabMUw0DQ;51-80 anys;8/11/2016;NH-BU;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
146;6;CORPUS 00005b NH BU;https://youtu.be/XnGOOz_nyoo;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/XnGOOz_nyoo"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/a5RlBoRnuwE;51-80 anys;8/11/2016;NH-BU;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
147;9;CORPUS 00003 QF;https://youtu.be/37PCtRaxCRQ;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/37PCtRaxCRQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/RtAttQD0Sws;18-30 anys;3/10/2013;QF;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
148;1;CORPUS 00003 DU;https://youtu.be/HcreAIyV2sc;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/HcreAIyV2sc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Q1aItybfffI;31-50 anys;31/8/2013;DU;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
149;1;CORPUS 00004 DT KD;;;https://youtu.be/EXUokgY6P-Q;51-80 anys;30/8/2013;DT-KD;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
150;5;CORPUS 00005a KN NT;https://youtu.be/6RaQj73XYrM;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/6RaQj73XYrM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/oQmfXxPGmiw;31-50 anys;23/9/2016;KN-NT;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
151;1;CORPUS 00005b DU KW;https://youtu.be/uK3hdjtBJmg;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/uK3hdjtBJmg"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/nluYNElULfw;31-50 anys;31/8/2013;KW-DU;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
152;5;CORPUS 00006 KN NT;https://youtu.be/NVS973igL10;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/NVS973igL10"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/gujZ0a_Y_Ds;31-50 anys;23/9/2016;KN-NT;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
153;5;CORPUS 00006 SC SK;https://youtu.be/QXPxOAJm7q8;"<iframe width=""1284"" height=""480"" src=""https://www.youtube.com/embed/QXPxOAJm7q8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/iJnhEPycFBE;18-30 anys;23/9/2016;SC-SK;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
154;9;CORPUS 00007 CG;https://youtu.be/CoEv9O0aKsc;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/CoEv9O0aKsc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/kmqnjMF4F4s;18-30 anys;3/10/2013;CG;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
155;9;CORPUS 00007 QF;https://youtu.be/6DttbSKxXh4;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/6DttbSKxXh4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/5zW0tJekJnE;18-30 anys;3/10/2013;QF;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
156;5;CORPUS 00008 SC SK;https://youtu.be/Kv_uSDewtO8;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Kv_uSDewtO8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/SELYZi4xuOw;18-30 anys;23/9/2016;SC-SK;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
157;5;KN NT 00005b;https://youtu.be/qRPXTXzm5X4;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/qRPXTXzm5X4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Et0605d7oQ8;31-50 anys;23/9/2016;KN-NT;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
158;6;CORPUS 00007 BF;https://youtu.be/Sq4vzupyDlE;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Sq4vzupyDlE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/4b-Y7T3lqsI;18-30 anys;29/10/2016;BF;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
159;6;Corpus 00007 DV;https://youtu.be/4OZlbsqMan0;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/4OZlbsqMan0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/lU_4hST29nE;18-30 anys;29/10/2016;DV;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
160;6;CORPUS 00007 DG;https://youtu.be/m1JG7UA7UH0;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/m1JG7UA7UH0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/-yeWVMADCjE;31-50 anys;8/11/2016;DG;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
161;6;CORPUS 00007 KE;https://youtu.be/nUtiRzQ-Wqc;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/nUtiRzQ-Wqc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/hM53AkJvpaM;31-50 anys;8/11/2016;KE;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
162;6;CORPUS 00007 NH;https://youtu.be/Ix59xz1YSaw;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Ix59xz1YSaw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Gjg8xSsk1UI;51-80 anys;8/11/2016;NH;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
163;6;CORPUS 00007 BU;https://youtu.be/KVPqm6R4A4A;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/KVPqm6R4A4A"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/R09OJFbqGxY;51-80 anys;8/11/2016;BU;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
164;6;CORPUS 00004 DG KE;https://youtu.be/1NOF9_5jVXY;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/1NOF9_5jVXY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Yxtxu-aQfjA;31-50 anys;8/11/2016;DG-KE;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
165;6;CORPUS 00008 DG KE;https://youtu.be/cTONISXjlw8;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/cTONISXjlw8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/mJ0M2bR2_Wc;31-50 anys;8/11/2016;DG-KE;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
166;6;CORPUS 00003 KE;https://youtu.be/r0FKrRIokhI;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/r0FKrRIokhI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/FBk9Vu_FLw8;31-50 anys;8/11/2016;KE;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
167;6;CORPUS 00006 NH BU;https://youtu.be/RTxOqu96FFQ;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/RTxOqu96FFQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/A6rjLPckz5U;51-80 anys;8/11/2016;NH-BU;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
168;6;CORPUS 00008 NH BU;https://youtu.be/CvzNofN-ZoE;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/CvzNofN-ZoE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/gAcNUnwQrSg;51-80 anys;8/11/2016;NH-BU;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
169;10;CORPUS 00001 GH OG-L;https://youtu.be/wjlKYgtNWBQ;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/wjlKYgtNWBQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;GH-OG;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
170;10;CORPUS 00002 GH-L;https://youtu.be/XI-3OMiFvRg;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/XI-3OMiFvRg"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;GH;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
171;10;CORPUS 00002 OG-L;https://youtu.be/Fm5jLSCoZoI;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/Fm5jLSCoZoI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;OG;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
172;10;CORPUS 00003 GH-L;https://youtu.be/2E7fuqISRz0;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/2E7fuqISRz0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;GH;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
173;10;CORPUS 00003 OG-L;https://youtu.be/07lgEOHZRDM;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/07lgEOHZRDM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;OG;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
174;10;CORPUS 00004 GH OG-L;https://youtu.be/KCv5fVX5XVE;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/KCv5fVX5XVE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;GH-OG;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
175;10;CORPUS 00005a GH OG-L;https://youtu.be/afEgeqo-JeU;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/afEgeqo-JeU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;GH-OG;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
176;10;CORPUS 00005b GH OG-L;https://youtu.be/zCok4eMs1t0;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/zCok4eMs1t0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;GH-OG;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
177;10;CORPUS 00006 GH OG-L;https://youtu.be/KuP_4FcKQfQ;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/KuP_4FcKQfQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;GH-OG;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
178;10;CORPUS 00007 GH-L;https://youtu.be/UTGv98QRx9M;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/UTGv98QRx9M"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;GH;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
179;10;CORPUS 00007 OG-L;https://youtu.be/VYHoz-b7vkg;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/VYHoz-b7vkg"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;OG;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
180;10;CORPUS 00008 GH OG-L;https://youtu.be/MvpHmi42kw8;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/MvpHmi42kw8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;31-50 anys;25/10/2018;GH-OG;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
181;10;CORPUS 00001 LN MS-L;https://youtu.be/YoBDY-vo9Jk;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/YoBDY-vo9Jk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;51-80 anys;25/10/2018;LN-MS;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
182;10;CORPUS 00002 LN-L;https://youtu.be/sXLqRpa3qqs;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/sXLqRpa3qqs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;51-80 anys;25/10/2018;LN;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
183;10;CORPUS 00002 MS-L;https://youtu.be/5JLtiH3l59k;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/5JLtiH3l59k"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;51-80 anys;25/10/2018;MS;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
184;10;CORPUS 00003 LN-L;https://youtu.be/icvxYyuU0XY;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/icvxYyuU0XY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;51-80 anys;25/10/2018;LN;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
185;10;CORPUS 00003 MS-L;https://youtu.be/Ky6pWdXD-dU;"<iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/Ky6pWdXD-dU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";;51-80 anys;25/10/2018;MS;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
