Id;lloc_de_gravacio;Nom_fitxer;YouTube_logotips;Incrustació_logotips;adreca_html;grup_edat;data_enregistrament;codi_informant;Activitat;Etiquetes;Gènere discursiu;;;;;;;;;;;;;;;
61;5;CORPUS 00007 OS;https://youtu.be/E0GMAc_7tt4;"<iframe width=""1366"" height=""768"" src=""https://www.youtube.com/embed/E0GMAc_7tt4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/s7eIti9YYe0;51-80 anys;20/9/2016;OS;8;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
62;5;CORPUS 00003 TD G 160923;https://youtu.be/C08Ycm4ILO8;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/C08Ycm4ILO8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/9P9zJAp8UT4;51-80 anys;20/9/2016;TD;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
63;4;CORPUS 00003 QN 151101;https://youtu.be/3PMKAcCXR98;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/3PMKAcCXR98"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/TDRR0enKVd4;31-50 anys;1/11/2015;QN;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
64;3;CORPUS 00003 KT;https://youtu.be/ONU8i3SWKZ8;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/ONU8i3SWKZ8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/nEG1mZvq6ds;51-80 anys;20/12/2015;KT;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
65;3;CORPUS 00003 GR;https://youtu.be/9DP0CBrG0TA;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/9DP0CBrG0TA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/8H0QxGzaHEY;51-80 anys;20/12/2015;GR;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
66;4;CORPUS 00003 GQ G 151101;https://youtu.be/mHlThqmSlas;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/mHlThqmSlas"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/uvFCaKCyzaM;31-50 anys;1/11/2015;GQ;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
67;5;CORPUS 00003 OS G 160923;https://youtu.be/cLOrnOjUj64;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/cLOrnOjUj64"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/iK4hY0XEcLo;51-80 anys;20/9/2016;OS;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
68;5;CORPUS 00002 TD G 160923;https://youtu.be/JKbcoCvbpZY;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/JKbcoCvbpZY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/zaAyjvtRC2k;51-80 anys;20/9/2016;TD;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
69;4;CORPUS 00002 QN 151101;https://youtu.be/WbShKRDWBSY;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/WbShKRDWBSY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/FTLmkaJhrYE;31-50 anys;1/11/2015;QN;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
70;5;CORPUS 00002 OS G 160923;https://youtu.be/2X6FpvMiEtM;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/2X6FpvMiEtM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Z3TaduCikCA;51-80 anys;20/9/2016;OS;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
71;3;KT0002;https://youtu.be/2qkJSwNmLg4;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/2qkJSwNmLg4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/54chtXFpvd4;51-80 anys;20/12/2015;KT;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
72;3;CORPUS 00002 GR;https://youtu.be/j8umuqrK7cs;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/j8umuqrK7cs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/2cWHewmsYx4;51-80 anys;20/12/2015;GR;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
73;4;CORPUS 00002 GQ G 151101;https://youtu.be/fOJtqRitcrg;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/fOJtqRitcrg"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/ZR1qOo76YBY;31-50 anys;1/11/2015;GQ;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
74;2;CORPUS 00002 CS;https://youtu.be/WPDJwmpCxcc;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/WPDJwmpCxcc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/4_C79BqLfhE;51-80 anys;15/11/2014;CS;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
75;9;CORPUS 00004 CG-QF;https://youtu.be/8AS6ExqxR_M;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/8AS6ExqxR_M"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/QfgTd7hXaGk;18-30 anys;3/10/2013;CG-QF;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
76;9;CORPUS 00001 CG-QF;https://youtu.be/WUBk86wqydw;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/WUBk86wqydw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/P9KcHYnwxCs;18-30 anys;3/10/2013;CG-QF;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
77;9;CORPUS 00005a CG-QF;https://youtu.be/GxteyRiBR7I;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/GxteyRiBR7I"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/1_5UsPyTbQo;18-30 anys;3/10/2013;CG-QF;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
78;9;CORPUS 00005b CG-QF;https://youtu.be/PVsPEe0HEM8;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/PVsPEe0HEM8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/g4xHRDHjgEc;18-30 anys;3/10/2013;CG-QF;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
79;1;CORPUS 00001 DU-KW;https://youtu.be/MpSuMF3i2PE;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/MpSuMF3i2PE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/AoV1-dPiL1c;31-50 anys;31/8/2013;KW-DU;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
80;1;CORPUS 00004 KW-DU;https://youtu.be/boVdk_-uKDo;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/boVdk_-uKDo"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/-wHG1G0Pekc;31-50 anys;31/8/2013;KW-DU;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
81;1;CORPUS 00006 KW-DU;https://youtu.be/B8b3vCr1K6k;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/B8b3vCr1K6k"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/gzJuVpJbAIA;31-50 anys;31/8/2013;KW-DU;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
82;1;CORPUS 00008 KW-DU;https://youtu.be/8IQf5xh7hrQ;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/8IQf5xh7hrQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/lfZgEWAMjjk;31-50 anys;31/8/2013;KW-DU;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
83;1;CORPUS 00005a KW-DU;https://youtu.be/Oce_fX0Pdm4;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/Oce_fX0Pdm4?list=PLsWJvd6oX_1BYVH5NQ9C_d0CvN69Xk6q9"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/E2cg0mHOKM0;31-50 anys;31/8/2013;KW-DU;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
84;9;CORPUS 00006 CG-QF;https://youtu.be/zBPCtndecks;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/zBPCtndecks"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/hmZmFowNC1w;18-30 anys;3/10/2013;CG-QF;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
85;9;CORPUS 00008 CG-QF;https://youtu.be/Vf6bNt0yZ3E;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Vf6bNt0yZ3E"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/9Rs8njDhoi8;18-30 anys;3/10/2013;CG-QF;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
86;6;CORPUS 00002 BF ;https://youtu.be/RIg9nDffHRM;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/RIg9nDffHRM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Yj-ywfP8VB4;18-30 anys;29/10/2016;BF;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
87;6;CORPUS 00002 DV;https://youtu.be/HTrjhoFFQgk;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/HTrjhoFFQgk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/mPIvhV0a1y4;18-30 anys;29/10/2016;DV;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
88;6;CORPUS 00002 DG;https://youtu.be/nx7jarrCDkY;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/nx7jarrCDkY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/EDidZk9zA_4;31-50 anys;8/11/2016;DG;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
89;6;CORPUS 00002 KE;https://youtu.be/l2gzE3E0k3s;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/l2gzE3E0k3s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/JwiYel9t0WE;31-50 anys;8/11/2016;KE;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
90;6;CORPUS 00002 NH;https://youtu.be/RjO8Lv3ieS8;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/RjO8Lv3ieS8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/5OlvmIhBnLI;51-80 anys;8/11/2016;NH;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
91;6;CORPUS 00002 BU;https://youtu.be/yR1Iqlk8yLA;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/yR1Iqlk8yLA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/jjU9lwTF9eA;51-80 anys;8/11/2016;BU;2;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
92;6;CORPUS 00003 BF;https://youtu.be/boNze57C0jM;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/boNze57C0jM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/-Afw5Jbsowc;18-30 anys;29/10/2016;BF;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
93;6;CORPUS 00003 DV;https://youtu.be/rXYZFkI3Ykw;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/rXYZFkI3Ykw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/-MxMJcidF7M;18-30 anys;29/10/2016;DV;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
94;6;CORPUS 00003 DG;https://youtu.be/Gl2HAtrvnbc;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Gl2HAtrvnbc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Fwxdlq9pNDU;31-50 anys;8/11/2016;DG;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
95;6;CORPUS 00003 NH;https://youtu.be/nFaTX91SSQw;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/nFaTX91SSQw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/N_85lqUw7vg;51-80 anys;8/11/2016;NH;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
96;6;CORPUS 00003 BU;https://youtu.be/Hg8Px7taU2I;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Hg8Px7taU2I"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/3MdxYlFdF0g;51-80 anys;8/11/2016;BU;3;LSC, CORPUS, llengua de signes catalana;Narració;;;;;;;;;;;;;;;
97;2;CORPUS 00001 CS BN;https://youtu.be/DxubFJR7CcU;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/DxubFJR7CcU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/T2GIRb705x8;51-80 anys;15/11/2014;CS-BN;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
98;2;CORPUS 00004 CS-BN;https://youtu.be/6Y7BhMJ0BI8;"<iframe width=""1366"" height=""768"" src=""https://www.youtube.com/embed/6Y7BhMJ0BI8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/0Z7B5AH3MgA;51-80 anys;15/11/2014;CS-BN;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
99;2;CORPUS 00005a CS-BN;https://youtu.be/W-cApB2X4nc;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/W-cApB2X4nc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/_NxMwLAyMdI;51-80 anys;15/11/2014;CS-BN;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
100;2;CORPUS 00005b CS-BN;https://youtu.be/fjfd3u-a-xE;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/fjfd3u-a-xE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/8Nf-Nu_XDOQ;51-80 anys;15/11/2014;CS-BN;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
101;2;CORPUS 00006 CS BN;https://youtu.be/F_3zgxLj08Y;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/F_3zgxLj08Y"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/Pl7huf04600;51-80 anys;15/11/2014;CS-BN;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
102;2;CORPUS 00008 CS BN;https://youtu.be/gZbRfrKci0w;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/gZbRfrKci0w"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/2IzeZD-wm7w;51-80 anys;15/11/2014;CS-BN;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
103;2;CORPUS 00001 NC KS;https://youtu.be/3pJJ3lJNHKs;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/3pJJ3lJNHKs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/fGlu6rzI39Y;18-30 anys;26/6/2015;NC-KS;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
104;2;CORPUS 00004 NC KS;https://youtu.be/UyWMFjLSXQ8;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/UyWMFjLSXQ8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/dRvBTuJ597k;18-30 anys;26/6/2015;NC-KS;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
105;2;CORPUS 00005a NC KS;https://youtu.be/kgNg8ShZpQI;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/kgNg8ShZpQI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/dzGoVbGfyS0;18-30 anys;26/6/2015;NC-KS;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
106;2;CORPUS 00005b NC KS;https://youtu.be/JS0arBMCASk;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/JS0arBMCASk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/KCyWCfnLG0s;18-30 anys;26/6/2015;NC-KS;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
107;2;CORPUS 00006 NC KS;https://youtu.be/L-rOMQHnl4o;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/L-rOMQHnl4o"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/bjAOktYtgT4;18-30 anys;26/6/2015;NC-KS;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
108;2;CORPUS 00008 NC KS;https://youtu.be/FIFXFYNjZfk;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/FIFXFYNjZfk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/uJ1JLI_WtZA;18-30 anys;26/6/2015;NC-KS;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
109;2;CORPUS 00001 BQ-FN;https://youtu.be/91yXjMEmbnU;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/91yXjMEmbnU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/LTReZEKBiQ8;31-50 anys;15/11/2014;BQ-FN;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
110;2;CORPUS 00004 BQ-FN;https://youtu.be/Pshgf2IZAN0;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Pshgf2IZAN0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/hB3K1WVEz7A;31-50 anys;15/11/2014;BQ-FN;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
111;2;CORPUS 00005a BQ-FN;https://youtu.be/eZZdvzSN2LU;"<iframe width=""1366"" height=""768"" src=""https://www.youtube.com/embed/eZZdvzSN2LU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/U_Iz6VlJCOg;31-50 anys;15/11/2014;BQ-FN;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
112;2;CORPUS 00005b BQ FN;https://youtu.be/sc-Pjw6zbX4;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/sc-Pjw6zbX4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/LzR4Sc1N6LQ;31-50 anys;15/11/2014;BQ-FN;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
113;2;CORPUS 00006 BQ FN;https://youtu.be/3qiWE8Uz4M4;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/3qiWE8Uz4M4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/yHsDfD45MyI;31-50 anys;15/11/2014;BQ-FN;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
114;2;CORPUS 00008 BQ FN;https://youtu.be/c1yD04fHp-k;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/c1yD04fHp-k"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/xT8eSPcCXpg;31-50 anys;15/11/2014;BQ-FN;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
115;4;CORPUS 00001 GQ QN;https://youtu.be/MiGBcHEqBrU;"<iframe width=""1004"" height=""753"" src=""https://www.youtube.com/embed/MiGBcHEqBrU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/-tG9yqkxtkY;31-50 anys;1/11/2015;GQ-QN;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
116;4;CORPUS 00004 GQ QN;https://youtu.be/RVigQst9vrY;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/RVigQst9vrY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/M5CjON1hBlg;31-50 anys;1/11/2015;GQ-QN;4;LSC, CORPUS, llengua de signes catalana;Explicació;;;;;;;;;;;;;;;
117;4;CORPUS 00005a GQ QN;https://youtu.be/SEHg9QZyJUU;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/SEHg9QZyJUU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/wwIx3z0bIbk;31-50 anys;1/11/2015;GQ-QN;5;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
118;4;CORPUS 00005b GQ QN;https://youtu.be/RL6Dk0vn2ns;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/RL6Dk0vn2ns"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/hGHztqZja7U;31-50 anys;1/11/2015;GQ-QN;6;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
119;4;CORPUS 00006 GQ QN;https://youtu.be/pcoy53RtxzM;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/pcoy53RtxzM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/xmncNLVPlqQ;31-50 anys;1/11/2015;GQ-QN;7;LSC, CORPUS, llengua de signes catalana;Descripció;;;;;;;;;;;;;;;
120;4;CORPUS 00008GQ QN;https://youtu.be/Q9cEmWe-ruE;"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Q9cEmWe-ruE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/WVNP7kom1bw;31-50 anys;1/11/2015;GQ-QN;9;LSC, CORPUS, llengua de signes catalana;Argumentació;;;;;;;;;;;;;;;
121;3;CORPUS 00001 KT GR;https://youtu.be/JFQ5SqExG2I;"<iframe width=""642"" height=""361"" src=""https://www.youtube.com/embed/JFQ5SqExG2I"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>";https://youtu.be/dTnPgJt5g44;51-80 anys;20/12/2015;KT-GR;1;LSC, CORPUS, llengua de signes catalana;Narració, Explicació;;;;;;;;;;;;;;;
